"","BBN_10099_MTG_P3WH10_001","BBN_10109_MTG_P4WA3_001","BBN_10611_MTG_P2WD10_001","BBN_14801_MTG_P1WH9_001","BBN_16213_MTG_P2WH3_001","BBN_18399_MTG_P2WF5_001","BBN_19214_MTG_P2WA3_001","BBN_21792_MTG_P2WG7_001","BBN_24279_MTG_P2WA6_001","BBN_24370_MTG_P3WD4_001","BBN_24578_MTG_P3WF1_001","BBN_7115_MTG_P1WF4_001","BBN_7403_MTG_P1WF7_001","BBN_7404_MTG_P1WF10_001","BBN_7540_MTG_P1WG4_001","BBN_7545_MTG_P1WG7_001","BBN_7617_MTG_P1WH4_001","BBN_9984_MTG_P3WD1_001","BBN002.26094_MTG_P3WC8_001","BBN002.29089_MTG_P3WD7_001","BBN002.29170_MTG_P3WE8_001","BBN002.30035_MTG_P2WG10_001","BBN002.30127_MTG_P3WA4_001","BBN003.26332_MTG_P1WD4_001","BBN003.26333_MTG_P1WD7_001","BBN003.26941_MTG_P2WA9_001","BBN003.26951_MTG_P2WB2_001","BBN003.28342_MTG_P2WB5_001","BBN003.32185_MTG_P1WA5_001","BBN003.32196_MTG_P1WA8_001","BBN003.32205_MTG_P1WB5_001","BBN003.32212_MTG_P1WC1_001","BBN003.32228_MTG_P1WC5_001","BBN003.32235_MTG_P1WC8_001","BBN003.32295_MTG_P1WE3_001","BBN003.33729_MTG_P2WC3_001","BBN003.34161_MTG_P2WC6_001","BBN003.35446_MTG_P2WD1_001","BBN003.35520_MTG_P2WD4_001"
"TRIM23",51.3402,21.5004,67.8166,24.1192,52.9273,64.3328,64.1109,74.701,59.4029,36.348,57.8814,26.161,64.0406,71.2779,47.3478,61.9251,61.6101,41.4999,52.1179,34.9062,39.997,47.1424,61.5434,32.3095,56.6952,53.478,60.162,71.8946,25.2361,67.3396,51.262,54.8753,55.8007,72.1727,60.7711,45.1798,50.4901,91.2137,56.2846
"MAP2K2",37.2006,45.1464,48.0866,47.3708,39.5775,48.1567,51.0157,47.4729,39.8808,38.7893,38.7684,41.1296,40.5503,32.7486,44.5964,35.7159,42.9114,30.3739,51.6104,38.453,53.3845,48.5419,45.9879,34.1479,41.6347,43.5882,39.711,38.8403,35.173,55.6152,36.1909,44.7098,43.5722,37.2611,36.2747,49.1173,50.805,40.0676,43.2933
"ATP5F1C",1741.82,1356.36,1278.29,1449.6,1175.34,1368.05,1245.1,1247.93,1251.04,1312.77,1722.79,1247.87,1259.28,1312.71,1407.33,1536.33,1064.78,1392,1147.35,1595.44,1293.18,1173.37,1368.01,1388.79,1135.16,1322.1,1320.59,1206.63,1240.46,1405.5,1173.63,1076.86,1116.15,1008.12,1141.13,1019.89,1235.39,772.228,1236.85
"ATP6V1E1",1751.17,1706.46,1477.19,1846.7,1590.35,1801.15,1405.86,1558.54,1401.54,1781.19,1786.06,1528.39,1411.64,1645.06,1503.91,1629.53,1335.68,1787.88,1334.94,1760.61,1688.99,1404.06,1529.15,1901.14,1336.14,1655.49,1663.86,1273.77,1256.59,1631.05,1243.51,1417.94,1216.04,1285.24,1517.91,1369.54,1720.22,904.931,1702.27
"ARR3",NA,18.1103,10.57,9.58172,13.0453,8.6972,17.9563,7.48022,19.6259,17.5717,34.1552,19.9716,21.2517,17.051,22.9401,18.4704,30.6806,24.94,25.0391,20.9576,22.0709,17.3438,19.9034,13.815,32.0684,18.9239,19.3584,10.0757,33.3387,27.6112,14.1364,21.929,36.6049,30.1308,30.9104,21.5508,12.6772,28.0649,20.537
"RPL4",152.906,191.47,211.079,177.253,173.861,191.545,173.131,155.583,138.517,167.826,141.226,178.322,165.106,166.488,208.761,203.096,198.548,157.9,138.231,165.22,157.162,204.04,192.63,170.183,170.723,177.313,169.518,169.487,190.817,150.324,202.397,160.423,187.113,159.461,145.859,176.07,196.255,143.795,169.973
"LONP1",486.78,336.697,379.145,272.964,359.951,365.604,413.715,446.692,371.398,250.241,276.985,410.01,433.564,417.117,402.92,467.145,348.755,365.919,319.163,260.308,294.473,348.862,420.906,272.271,381.743,459.281,336.133,406.033,427.975,366.051,406.262,355.288,343.945,318.52,313.311,399.971,384.298,388.884,449.965
"PGM1",28.4408,31.2486,46.8131,62.3559,32.5912,32.362,25.3465,20.9038,56.5144,26.3513,30.7412,45.1071,68.9951,33.5277,32.4178,26.749,82.3469,30.6246,49.8085,33.5772,46.4603,30.5509,27.7756,44.8359,37.2225,23.5811,25.3287,24.2751,63.6442,34.3454,36.7722,27.0417,81.0961,63.1352,53.146,39.438,20.6685,60.8357,30.2274
"PPP1CC",25.9499,32.0678,33.0912,39.0532,26.6788,32.355,31.2886,32.2442,26.0524,37.2813,33.6216,41.1153,37.6158,29.6136,35.3147,30.2273,30.0102,25.1048,25.8722,30.9307,19.3208,32.3263,31.5838,31.2092,30.1841,30.1479,24.8892,35.3485,47.6344,36.4009,37.6613,38.4944,36.3632,35.3851,32.8611,26.7947,40.3254,35.3254,32.2262
"GNL1",133.691,107.805,110.975,76.4775,107.443,129.659,123.135,125.618,125.611,101.747,89.2216,91.9034,111.249,121.055,120.578,116.382,94.2504,95.4015,115.791,68.3829,89.8694,127.332,108.023,110.534,104.688,121.861,105.493,103.974,95.1018,104.714,73.7418,102.196,86.6027,87.2441,115.026,84.1396,116.193,92.0887,116.866
"SERPINF1",22.1928,35.6883,18.2373,33.2138,21.3686,24.9512,20.918,26.3622,16.4282,23.5069,26.1022,26.4277,25.6951,8.71778,22.0541,22.4979,24.8929,22.0329,15.5324,24.4692,32.9546,38.7932,23.2087,23.2501,26.2243,41.4157,21.2165,28.026,18.4848,19.2269,41.6962,28.1503,24.7014,38.5144,21.5504,22.2096,31.007,21.5312,21.2926
"DLST",765.68,653.129,679.161,609.599,628.39,614.177,639.136,702.025,613.182,547.169,590.027,631.279,731.219,759.101,691.681,763.064,382.636,691.903,540.842,734.936,671.16,556.818,707.508,649.32,526.508,703.895,546.13,653.647,517.966,551.572,498.116,477.694,526.516,591.71,625.089,554.651,599.242,514.512,724.213
"GMPR",NA,NA,NA,NA,NA,NA,NA,NA,37.6926,NA,NA,17.4146,NA,NA,NA,NA,49.7351,NA,NA,NA,57.1907,NA,NA,NA,42.1826,NA,NA,NA,NA,48.0481,NA,NA,74.3065,51.935,NA,NA,NA,51.2852,NA
"GPX4",118.91,114.933,125.977,93.1116,105.193,107.956,108.14,127.759,93.3905,119.062,104.204,119.688,106.327,113.522,123.769,100.522,102.041,133.346,104.665,125.085,99.3958,108.131,111.51,118.541,109.52,102.905,103.77,100.535,77.7553,88.3679,100.931,91.132,119.061,92.5643,81.682,115,123.352,109.29,109.827
"SRP14",69.5052,77.5997,91.5139,90.0554,75.0455,76.6344,78.9133,75.1832,68.0239,94.2511,94.7286,90.5406,72.4873,69.1421,113.868,69.4642,68.358,79.8978,63.038,100.398,56.7351,95.2069,85.5052,83.2427,63.005,69.0723,81.6937,69.9925,58.6224,54.2759,104.904,81.0607,102.569,87.7964,74.3827,77.7131,76.9658,73.8391,44.9472
"NUP62",NA,NA,NA,NA,9.99348,NA,12.3858,NA,NA,NA,17.483,NA,17.3376,15.5647,15.1685,16.8592,19.3159,20.1703,NA,NA,NA,17.8368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.993,12.6316,38.2414,NA,17.2332,NA
"HPCAL1",499.705,543.433,414.212,606.891,486.05,395.329,505.729,500.703,713.471,503.09,383.41,432.442,660.822,449.618,534.676,487.624,406.024,436.947,571.085,395.991,648.794,413.357,436.191,512.477,424.088,383.513,596.847,516.427,259.409,327.205,451.934,466.774,462.059,345.746,786.377,420.894,517.943,460.855,559.576
